region,latitude,longitude,price_czk,area_m2,vlastnictvi,energ_stitek,dist_vecerka_m,dist_obchod_m,dist_tram_m,dist_metro_m,dist_bus_mhd_m,url,construction,condition,floor,city,district,heating,rooms,kitchen,price_per_m2
Liberecký kraj,50.77950315,14.62557202,2350000.0,56,1,4.0,99.0,,,,20.0,https://www.sreality.cz/detail/prodej/byt/3+1/cvikov-cvikov-ii-komenskeho/1020850252,Cihlová,3.0,3.0,Cvikov,Cvikov II,Plynový kotel,3.0,1.0,41964.28571428572
Olomoucký kraj,50.25738241,17.39351096,2350000.0,61,1,7.0,64.0,,,,30.0,https://www.sreality.cz/detail/prodej/byt/2+1/zlate-hory-zlate-hory-na-sidlisti/3535183948,Panelová,5.0,3.0,Zlaté Hory, Jeseník,Ústřední dálkové,2.0,1.0,38524.59016393442
Ústecký kraj,50.65282189,13.84342992,2350000.0,66,2,5.0,67.0,61.0,,,90.0,https://www.sreality.cz/detail/prodej/byt/2+1/teplice-trnovany-antala-staska/1168212044,Panelová,3.0,3.0,Teplice,Trnovany,Centrální dálkové,2.0,1.0,35606.06060606061
Olomoucký kraj,49.47187957,17.11184064,2350000.0,37,1,2.0,63.0,82.0,,,247.0,https://www.sreality.cz/detail/prodej/byt/1+1/prostejov-prostejov-/3605561420,Cihlová,5.0,3.0,Prostějov,Prostějov,Plynový kondenzační kotel,1.0,1.0,63513.51351351351
Ústecký kraj,50.47907399,13.41641025,2350000.0,62,1,6.0,108.0,1682.0,,,99.0,https://www.sreality.cz/detail/prodej/byt/2+1/chomutov-chomutov-holesicka/2914881612,Panelová,3.0,6.0,Chomutov,Chomutov,Ústřední dálkové,2.0,1.0,37903.22580645161
Ústecký kraj,50.48937116,13.43529779,2350000.0,61,2,1.0,17.0,837.0,,,59.0,https://www.sreality.cz/detail/prodej/byt/2+1/chomutov-chomutov-skalkova/4059013196,Panelová,3.0,4.0,Chomutov,Chomutov,Ústřední dálkové,2.0,1.0,38524.59016393442
Liberecký kraj,50.56771463,14.65417528,2350000.0,38,1,5.0,364.0,,,,62.0,https://www.sreality.cz/detail/prodej/byt/1+1/doksy-doksy-tyrsovo-namesti/1646432332,Cihlová,4.0,3.0,Doksy, Česká Lípa,,1.0,1.0,61842.10526315789
Ústecký kraj,50.67950087,14.03021238,2350000.0,19,1,5.0,354.0,524.0,,,248.0,https://www.sreality.cz/detail/prodej/byt/1+kk/usti-nad-labem-severni-terasa-pod-parkem/344392524,Panelová,4.0,3.0,Ústí nad Labem,Severní Terasa,Centrální dálkové,1.0,0.0,123684.21052631579
Pardubický kraj,49.63057715,16.5042421,2350000.0,65,1,1.0,1219.0,,,,60.0,https://www.sreality.cz/detail/prodej/byt/3+1/bela-nad-svitavou-bela-nad-svitavou-/1785115212,Cihlová,3.0,2.0,Bělá nad Svitavou, Svitavy,"Přímotop, Krbová kamna, Krb",3.0,1.0,36153.846153846156
Ústecký kraj,50.65420829,13.84529852,2350000.0,47,2,1.0,191.0,225.0,,,45.0,https://www.sreality.cz/detail/prodej/byt/2+kk/teplice-trnovany-pritkovska/318222412,Panelová,4.0,4.0,Teplice,Trnovany,Ústřední dálkové,2.0,0.0,50000.0
Ústecký kraj,50.555298,13.78454,2350000.0,62,1,1.0,204.0,964.0,,,69.0,https://www.sreality.cz/detail/prodej/byt/3+1/bilina-teplicke-predmesti-sidliste-za-chlumem/3874287692,Panelová,5.0,4.0,Bílina,Teplické Předměstí,Centrální dálkové,3.0,1.0,37903.22580645161
Plzeňský kraj,49.80189474,12.64240244,2350000.0,22,1,1.0,84.0,199.0,,,90.0,https://www.sreality.cz/detail/prodej/byt/1+kk/tachov-tachov-belojarska/3920416844,Panelová,5.0,3.0,Tachov,Tachov,Ústřední dálkové,1.0,0.0,106818.18181818182
Ústecký kraj,50.49749092,13.64404483,2350000.0,57,2,5.0,94.0,479.0,521.0,,328.0,https://www.sreality.cz/detail/prodej/byt/3+1/most-most-maxima-gorkeho/1301798988,Panelová,5.0,3.0,Most,Most,,3.0,1.0,41228.070175438595
Moravskoslezský kraj,49.63644162,17.98692639,2350000.0,54,2,1.0,291.0,4066.0,,,408.0,https://www.sreality.cz/detail/prodej/byt/2+1/kunin-kunin-/2702086220,Cihlová,3.0,3.0,Kunín, Nový Jičín,,2.0,1.0,43518.51851851852
Královéhradecký kraj,50.42451607,15.80660906,2350000.0,31,1,2.0,771.0,276.0,,,212.0,https://www.sreality.cz/detail/prodej/byt/1+kk/dvur-kralove-nad-labem-dvur-kralove-nad-labem-bezrucova/2394603596,Cihlová,4.0,2.0,Dvůr Králové nad Labem, Trutnov,WAW,1.0,0.0,75806.45161290323
Ústecký kraj,50.48605212,13.43963813,2350000.0,78,1,1.0,269.0,377.0,,,166.0,https://www.sreality.cz/detail/prodej/byt/4+1/chomutov-chomutov-jirkovska/2641018956,Panelová,3.0,7.0,Chomutov,Chomutov,Centrální dálkové,4.0,1.0,30128.20512820513
Kraj Vysočina,49.26169974,15.23449418,2350000.0,65,2,5.0,97.0,3455.0,,,175.0,https://www.sreality.cz/detail/prodej/byt/2+1/pocatky-pocatky-liparky/2673135692,Cihlová,3.0,3.0,Počátky, Pelhřimov,,2.0,1.0,36153.846153846156
Karlovarský kraj,50.17435236,12.66950051,2350000.0,55,1,5.0,144.0,143.0,,,88.0,https://www.sreality.cz/detail/prodej/byt/2+1/sokolov-sokolov-zavodu-miru/149864524,Panelová,3.0,3.0,Sokolov,Sokolov,Ústřední dálkové,2.0,1.0,42727.27272727273
Jihočeský kraj,48.7908236,14.78785665,2350000.0,45,1,5.0,136.0,,,,350.0,https://www.sreality.cz/detail/prodej/byt/1+1/nove-hrady-nove-hrady-zahradni-ctvrt/845135948,Panelová,2.0,2.0,Nové Hrady, České Budějovice,Ústřední dálkové,1.0,1.0,52222.22222222222
Liberecký kraj,50.55344268,15.54936215,2350000.0,57,1,3.0,226.0,,,,63.0,https://www.sreality.cz/detail/prodej/byt/2+1/studenec-studenec-/3147739212,Cihlová,3.0,2.0,Studenec, Semily,,2.0,1.0,41228.070175438595
Moravskoslezský kraj,49.92028457,17.92733253,2350000.0,36,1,1.0,92.0,106.0,,,27.0,https://www.sreality.cz/detail/prodej/byt/1+1/opava-kylesovice-hlavni/316063820,Panelová,2.0,4.0,Opava,Kylešovice,Centrální dálkové,1.0,1.0,65277.77777777778
Zlínský kraj,49.33654249,17.99917476,2350000.0,38,1,5.0,239.0,323.0,,,330.0,https://www.sreality.cz/detail/prodej/byt/2+1/vsetin-vsetin-tyrsova/2954281036,Cihlová,4.0,3.0,Vsetín,Vsetín,,2.0,1.0,61842.10526315789
Zlínský kraj,49.33759365,17.9961032,2350000.0,37,1,1.0,239.0,323.0,,,330.0,https://www.sreality.cz/detail/prodej/byt/2+1/vsetin-vsetin-tyrsova/1488437324,Smíšená,3.0,3.0,Vsetín,Vsetín,Centrální dálkové,2.0,1.0,63513.51351351351
Ústecký kraj,50.80779023,14.36064815,2350000.0,80,1,1.0,2561.0,,,,57.0,https://www.sreality.cz/detail/prodej/byt/3+1/janska-janska-/2389819468,Cihlová,2.0,3.0,Janská, Děčín,Kotel na tuhá paliva,3.0,1.0,29375.0
Královéhradecký kraj,50.50735069,16.02264629,2357200.0,27,1,6.0,43.0,77.0,,,245.0,https://www.sreality.cz/detail/prodej/byt/1+kk/upice-upice-narodni/11416396,Dřevostavba,8.0,1.0,Úpice, Trutnov,Ústřední dálkové,1.0,0.0,87303.70370370371
Jihomoravský kraj,49.24383541,16.58361798,5560000.0,31,2,6.0,149.0,2094.0,139.0,,350.0,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-reckovice-filkukova/1368973388,Cihlová,7.0,1.0,Brno,Řečkovice,,1.0,0.0,179354.83870967742
Moravskoslezský kraj,49.77462367,18.22435231,2360000.0,37,2,1.0,112.0,406.0,107.0,,87.0,https://www.sreality.cz/detail/prodej/byt/1+1/ostrava-vyskovice-jicinska/1227608140,Panelová,2.0,1.0,Ostrava,Výškovice,,1.0,1.0,63783.78378378379
Ústecký kraj,50.492054,13.44352,2360000.0,79,1,1.0,209.0,831.0,,,175.0,https://www.sreality.cz/detail/prodej/byt/4+1/jirkov-jirkov-osvobozeni/457371724,Smíšená,3.0,1.0,Jirkov, Chomutov,Ústřední dálkové,4.0,1.0,29873.41772151899
Ústecký kraj,50.5071773,13.65959912,2360000.0,55,1,4.0,285.0,668.0,192.0,,105.0,https://www.sreality.cz/detail/prodej/byt/3+1/most-most-k-h-borovskeho/3674489676,Panelová,5.0,3.0,Most,Most,Centrální dálkové,3.0,1.0,42909.09090909091
Karlovarský kraj,50.17697148,12.66472358,2360000.0,53,1,1.0,71.0,306.0,,,30.0,https://www.sreality.cz/detail/prodej/byt/2+1/sokolov-sokolov-sokolovska/1162657868,Cihlová,3.0,4.0,Sokolov,Sokolov,Ústřední dálkové,2.0,1.0,44528.301886792455
Ústecký kraj,50.75770934,14.18519548,2370000.0,41,1,1.0,192.0,1625.0,,,175.0,https://www.sreality.cz/detail/prodej/byt/2+1/decin-decin-vii-chrochvice-jiskrova/257011788,Cihlová,2.0,2.0,Děčín,Děčín VII-Chrochvice,Elektrokotel,2.0,1.0,57804.87804878049
Hlavní město Praha,50.063639,14.473661,6667359.0,35,2,6.0,581.0,551.0,682.0,1605.0,449.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-praha-10-/1345765452,Cihlová,7.0,3.0,Praha, Praha 10,Radiátory,1.0,0.0,190495.9714285714
Hlavní město Praha,50.06462731,14.51086099,9658097.0,46,2,6.0,881.0,635.0,539.0,406.0,224.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strasnice-/2262417484,Skeletová,5.0,3.0,Praha, Praha 3,,2.0,0.0,209958.63043478262
Ústecký kraj,50.49584322,13.66344835,2375000.0,39,2,1.0,47.0,886.0,982.0,,157.0,https://www.sreality.cz/detail/prodej/byt/2+kk/most-most-josefa-sevcika/937881676,Panelová,5.0,3.0,Most,Most,Centrální dálkové,2.0,0.0,60897.4358974359
Hlavní město Praha,50.06789165,14.55514693,6790000.0,42,2,6.0,876.0,429.0,1754.0,2961.0,208.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-dolni-mecholupy-honzikova/2595287116,Smíšená,7.0,6.0,Praha, Praha 10,Centrální dálkové,1.0,0.0,161666.66666666666
Hlavní město Praha,50.05882763,14.55860257,8410859.0,45,2,6.0,25.0,1145.0,1626.0,3600.0,26.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-dolni-mecholupy-/2137838412,Smíšená,8.0,3.0,Praha, Praha 10,Ústřední dálkové,1.0,0.0,186907.97777777776
Olomoucký kraj,50.23871654,17.2083705,2380000.0,52,1,1.0,74.0,283.0,,,184.0,https://www.sreality.cz/detail/prodej/byt/2+1/jesenik-jesenik-zeyerova/3695956044,Panelová,3.0,5.0,Jeseník,Jeseník,Ústřední dálkové,2.0,1.0,45769.230769230766
Pardubický kraj,50.08091626,16.46126835,2380000.0,46,1,1.0,388.0,,,,205.0,https://www.sreality.cz/detail/prodej/byt/1+1/zamberk-zamberk-smetanova/2283966540,Cihlová,3.0,2.0,Žamberk, Ústí nad Orlicí,Plynový kotel,1.0,1.0,51739.13043478261
Liberecký kraj,50.779029,15.423629,11927400.0,95,2,6.0,300.0,,,,341.0,https://www.sreality.cz/detail/prodej/byt/4+kk/harrachov-novy-svet-/3068645452,Cihlová,7.0,2.0,Harrachov,Nový Svět,Podlahové vytápění,4.0,0.0,125551.57894736843
Plzeňský kraj,49.34227048,13.21818091,2390000.0,59,1,1.0,101.0,,,,339.0,https://www.sreality.cz/detail/prodej/byt/2+1/janovice-nad-uhlavou-janovice-nad-uhlavou-sidliste/274985036,Cihlová,5.0,3.0,Janovice nad Úhlavou, Klatovy,Lokální elektrické,2.0,1.0,40508.47457627119
Moravskoslezský kraj,49.85355057,18.26187522,2390000.0,45,1,1.0,495.0,851.0,521.0,,149.0,https://www.sreality.cz/detail/prodej/byt/1+1/ostrava-privoz-palackeho/3618082892,Cihlová,5.0,2.0,Ostrava,Přívoz,,1.0,1.0,53111.11111111111
Ústecký kraj,50.74081241,14.19315212,2390000.0,75,1,1.0,65.0,3276.0,,,159.0,https://www.sreality.cz/detail/prodej/byt/3+1/decin-decin-xxxii-boletice-nad-labem-csl-partyzanu/1429794892,Panelová,3.0,3.0,Děčín,Děčín XXXII-Boletice nad Labem,Centrální dálkové,3.0,1.0,31866.666666666668
Kraj Vysočina,49.51585,15.505914,2390000.0,58,1,1.0,218.0,,,,167.0,https://www.sreality.cz/detail/prodej/byt/2+1/usobi-usobi-/469717836,Smíšená,5.0,1.0,Úsobí, Havlíčkův Brod,,2.0,1.0,41206.89655172414
Moravskoslezský kraj,49.85666074,18.55864885,2390000.0,50,1,1.0,157.0,801.0,,,266.0,https://www.sreality.cz/detail/prodej/byt/2+1/karvina-mizerov-cajkovskeho/4053389388,Panelová,5.0,3.0,Karviná,Mizerov,Ústřední dálkové,2.0,1.0,47800.0
Karlovarský kraj,50.086544,13.155512,2390000.0,66,2,7.0,306.0,,,,239.0,https://www.sreality.cz/detail/prodej/byt/3+1/zlutice-zlutice-vitezna/226795596,Panelová,2.0,2.0,Žlutice, Karlovy Vary,Ústřední dálkové,3.0,1.0,36212.121212121216
Liberecký kraj,50.70017241,14.53527638,2390000.0,43,1,5.0,133.0,597.0,,,116.0,https://www.sreality.cz/detail/prodej/byt/2+kk/ceska-lipa-ceska-lipa-jachymovska/2050609228,Panelová,3.0,11.0,Česká Lípa,Česká Lípa,Centrální dálkové,2.0,0.0,55581.395348837206
Ústecký kraj,50.6721982,14.0391209,2390000.0,22,1,1.0,75.0,612.0,,,29.0,https://www.sreality.cz/detail/prodej/byt/1+kk/usti-nad-labem-usti-nad-labem-centrum-horeni/822800460,Panelová,4.0,6.0,Ústí nad Labem,Ústí nad Labem-centrum,Centrální dálkové,1.0,0.0,108636.36363636363
Karlovarský kraj,50.311611,12.869119,2390000.0,73,1,1.0,299.0,,,,280.0,https://www.sreality.cz/detail/prodej/byt/3+1/hroznetin-hroznetin-sidliste/61268044,Panelová,3.0,2.0,Hroznětín, Karlovy Vary,,3.0,1.0,32739.72602739726
Jihočeský kraj,49.296262,14.387325,2390000.0,61,1,1.0,111.0,,,,48.0,https://www.sreality.cz/detail/prodej/byt/2+1/chrastany-chrastany-/2614874188,Smíšená,3.0,2.0,Chrášťany, České Budějovice,Elektrokotel,2.0,1.0,39180.32786885246
Hlavní město Praha,50.05882763,14.55860257,7736320.0,45,2,6.0,25.0,1145.0,1626.0,3600.0,26.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-dolni-mecholupy-/1816802124,Smíšená,8.0,2.0,Praha, Praha 10,Ústřední dálkové,1.0,0.0,171918.22222222222
Ústecký kraj,50.63742824,13.79916868,2390000.0,55,2,1.0,159.0,301.0,,,46.0,https://www.sreality.cz/detail/prodej/byt/2+1/teplice-retenice-duchcovska/4292579404,Panelová,5.0,2.0,Teplice,Řetenice,Ústřední dálkové,2.0,1.0,43454.545454545456
Olomoucký kraj,50.06453297,17.08713509,2390000.0,89,1,1.0,993.0,,,,362.0,https://www.sreality.cz/detail/prodej/byt/3+1/loucna-nad-desnou-rejhotice-/481723212,Cihlová,3.0,2.0,Loučná nad Desnou,Rejhotice,Plynový kotel,3.0,1.0,26853.932584269663
Královéhradecký kraj,50.51483654,16.01036375,2390000.0,54,1,5.0,189.0,1235.0,,,207.0,https://www.sreality.cz/detail/prodej/byt/2+1/upice-upice-sladkova/1245491276,Cihlová,3.0,4.0,Úpice, Trutnov,,2.0,1.0,44259.25925925926
Ústecký kraj,50.5530573,13.7845139,2390000.0,80,1,1.0,151.0,1055.0,,,105.0,https://www.sreality.cz/detail/prodej/byt/3+1/bilina-teplicke-predmesti-sidliste-za-chlumem/494395468,Panelová,5.0,4.0,Bílina,Teplické Předměstí,,3.0,1.0,29875.0
Ústecký kraj,50.49011662,13.64572304,2390000.0,40,2,1.0,154.0,786.0,434.0,,444.0,https://www.sreality.cz/detail/prodej/byt/2+kk/most-most-albrechticka/1288888396,Panelová,3.0,5.0,Most,Most,Ústřední dálkové,2.0,0.0,59750.0
Středočeský kraj,49.96530179,14.08453881,2390000.0,62,1,1.0,544.0,1051.0,,,217.0,https://www.sreality.cz/detail/prodej/byt/3+1/beroun-beroun-zavodi-/1072120652,Smíšená,2.0,1.0,Beroun,Beroun-Závodí,,3.0,1.0,38548.3870967742
Moravskoslezský kraj,49.780109,18.218229,2390000.0,37,1,1.0,38.0,369.0,379.0,,220.0,https://www.sreality.cz/detail/prodej/byt/1+1/ostrava-vyskovice-lumirova/3663257676,Panelová,5.0,4.0,Ostrava,Výškovice,Centrální dálkové,1.0,1.0,64594.59459459459
Moravskoslezský kraj,49.596795,18.0046263,2390000.0,57,1,1.0,98.0,512.0,,,210.0,https://www.sreality.cz/detail/prodej/byt/2+1/novy-jicin-novy-jicin-josefa-hory/632680524,Cihlová,3.0,3.0,Nový Jičín,Nový Jičín,Plynový kotel,2.0,1.0,41929.82456140351
Ústecký kraj,50.67326817,14.05334814,2390000.0,33,1,6.0,136.0,1242.0,,,105.0,https://www.sreality.cz/detail/prodej/byt/1+1/usti-nad-labem-severni-terasa-kmochova/2946953292,Panelová,3.0,7.0,Ústí nad Labem,Severní Terasa,Ústřední dálkové,1.0,1.0,72424.24242424243
Jihočeský kraj,48.63932265,14.22932164,2390000.0,20,1,2.0,87.0,,,,252.0,https://www.sreality.cz/detail/prodej/byt/2+kk/lipno-nad-vltavou-lipno-nad-vltavou-/2914250828,Smíšená,5.0,2.0,Lipno nad Vltavou, Český Krumlov,"Plynový kotel, Tepelné čerpadlo, Ústřední dálkové",2.0,0.0,119500.0
Liberecký kraj,50.78682164,14.46957109,2390000.0,78,2,5.0,131.0,,,,157.0,https://www.sreality.cz/detail/prodej/byt/3+1/kamenicky-senov-kamenicky-senov-piskovec-i/1356656716,Panelová,5.0,1.0,Kamenický Šenov, Česká Lípa,Jiné,3.0,1.0,30641.02564102564
Královéhradecký kraj,50.1680546,16.46456544,2390000.0,50,1,3.0,257.0,,,,267.0,https://www.sreality.cz/detail/prodej/byt/2+1/rokytnice-v-orlickych-horach-rokytnice-v-orlickych-horach-sidliste-1-maje/1552805964,Cihlová,4.0,2.0,Rokytnice v Orlických horách, Rychnov nad Kněžnou,,2.0,1.0,47800.0
Moravskoslezský kraj,49.67960209,18.33807503,2390000.0,27,1,6.0,0.0,691.0,,,130.0,https://www.sreality.cz/detail/prodej/byt/1+1/frydek-mistek-mistek-jaroslava-lohrera/1369108556,Panelová,3.0,10.0,Frýdek-Místek,Místek,Ústřední dálkové,1.0,1.0,88518.51851851853
Jihočeský kraj,49.426501,14.273521,2390000.0,84,1,1.0,2179.0,,,,72.0,https://www.sreality.cz/detail/prodej/byt/4+1/kvetov-kvetov-/3299046220,Cihlová,3.0,2.0,Květov, Písek,Elektrokotel,4.0,1.0,28452.380952380954
Kraj Vysočina,49.29845116,15.06942397,2397700.0,43,2,5.0,172.0,,,,565.0,https://www.sreality.cz/detail/prodej/byt/1+1/kamenice-nad-lipou-kamenice-nad-lipou-jirova/1400995916,Panelová,3.0,2.0,Kamenice nad Lipou, Pelhřimov,Ústřední dálkové,1.0,1.0,55760.46511627907
Karlovarský kraj,50.320566,12.740319,2390000.0,77,1,1.0,223.0,,,,222.0,https://www.sreality.cz/detail/prodej/byt/3+1/nejdek-nejdek-jiraskova/3282927692,Panelová,2.0,1.0,Nejdek, Karlovy Vary,Ústřední dálkové,3.0,1.0,31038.96103896104
Královéhradecký kraj,50.16430354,16.46351062,2390000.0,39,1,4.0,195.0,,,,82.0,https://www.sreality.cz/detail/prodej/byt/2+kk/rokytnice-v-orlickych-horach-rokytnice-v-orlickych-horach-u-nadrazi/2939985996,Panelová,5.0,1.0,Rokytnice v Orlických horách, Rychnov nad Kněžnou,Ústřední dálkové,2.0,0.0,61282.05128205128
Karlovarský kraj,50.22252113,12.18977985,2390000.0,51,1,3.0,440.0,1216.0,,,168.0,https://www.sreality.cz/detail/prodej/byt/2+1/as-as-moravska/2856824908,Panelová,5.0,2.0,Aš, Cheb,"Plynový kotel, Ústřední dálkové",2.0,1.0,46862.74509803922
Liberecký kraj,50.75989246,15.30885491,2390000.0,64,1,1.0,591.0,,,,374.0,https://www.sreality.cz/detail/prodej/byt/2+1/desna-desna-i-finska/4132606028,Dřevostavba,3.0,2.0,Desná,Desná I,Lokální elektrické,2.0,1.0,37343.75
Ústecký kraj,50.67227241,14.05260211,2390000.0,34,1,4.0,127.0,1248.0,,,54.0,https://www.sreality.cz/detail/prodej/byt/1+1/usti-nad-labem-severni-terasa-kmochova/326013004,Panelová,3.0,4.0,Ústí nad Labem,Severní Terasa,,1.0,1.0,70294.11764705883
Královéhradecký kraj,50.474048,15.387739,2390000.0,36,1,1.0,59.0,4522.0,,,191.0,https://www.sreality.cz/detail/prodej/byt/2+kk/zeleznice-zeleznice-tyrsova/2580419404,Cihlová,5.0,2.0,Železnice, Jičín,,2.0,0.0,66388.88888888889
Karlovarský kraj,50.328189,12.511353,2390000.0,95,1,1.0,117.0,5377.0,,,539.0,https://www.sreality.cz/detail/prodej/byt/3+1/kraslice-kraslice-nam-t-g-masaryka/3106554700,Smíšená,5.0,3.0,Kraslice, Sokolov,Plynový kondenzační kotel,3.0,1.0,25157.894736842107
Středočeský kraj,49.68963038,14.4826894,2390000.0,102,1,1.0,2486.0,,,,128.0,https://www.sreality.cz/detail/prodej/byt/4+1/prosenicka-lhota-prosenicka-lhota-/4238738252,Cihlová,2.0,1.0,Prosenická Lhota, Příbram,Lokální elektrické,4.0,1.0,23431.37254901961
Středočeský kraj,50.13985119,14.09281198,6745663.0,48,2,6.0,223.0,765.0,,,153.0,https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-kladno-ke-stadionu/1661289292,Skeletová,7.0,1.0,Kladno,Kladno,Centrální dálkové,2.0,0.0,140534.64583333334
Středočeský kraj,50.139219,14.093807,6409066.0,48,2,6.0,280.0,731.0,,,232.0,https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-kladno-ke-stadionu/2427011916,Skeletová,7.0,1.0,Kladno,Kladno,Centrální dálkové,2.0,0.0,133522.20833333334
Ústecký kraj,50.62937249,13.69533941,2390000.0,55,2,5.0,364.0,,,,98.0,https://www.sreality.cz/detail/prodej/byt/3+1/osek-osek-hrdlovska/2461462604,Panelová,5.0,1.0,Osek, Teplice,Ústřední dálkové,3.0,1.0,43454.545454545456
Ústecký kraj,50.50293358,13.63491615,2390000.0,50,2,1.0,164.0,403.0,350.0,,201.0,https://www.sreality.cz/detail/prodej/byt/2+kk/most-most-julia-fucika/992858188,Cihlová,5.0,4.0,Most,Most,Ústřední dálkové,2.0,0.0,47800.0
Moravskoslezský kraj,49.73423916,18.61805489,2390000.0,61,2,1.0,157.0,675.0,,,212.0,https://www.sreality.cz/detail/prodej/byt/3+1/cesky-tesin-cesky-tesin-okruzni/2815283276,Panelová,2.0,2.0,Český Těšín, Karviná,Centrální dálkové,3.0,1.0,39180.32786885246
Ústecký kraj,50.35483421,13.79080161,2390000.0,36,1,5.0,219.0,1793.0,,,281.0,https://www.sreality.cz/detail/prodej/byt/1+1/louny-louny-brezinova/4153331788,Panelová,3.0,4.0,Louny,Louny,Ústřední dálkové,1.0,1.0,66388.88888888889
Karlovarský kraj,50.24328165,12.74045303,2390000.0,69,1,1.0,63.0,5225.0,,,270.0,https://www.sreality.cz/detail/prodej/byt/3+1/chodov-chodov-obrancu-miru/2580795468,Panelová,3.0,2.0,Chodov, Sokolov,Ústřední dálkové,3.0,1.0,34637.68115942029
Moravskoslezský kraj,49.85752622,18.55591463,2390000.0,56,2,5.0,115.0,923.0,,,276.0,https://www.sreality.cz/detail/prodej/byt/2+1/karvina-mizerov-tr-tereskovove/2577190988,Panelová,5.0,2.0,Karviná,Mizerov,Centrální dálkové,2.0,1.0,42678.57142857143
Ústecký kraj,50.50712931,13.63922504,2390000.0,55,1,4.0,149.0,656.0,169.0,,119.0,https://www.sreality.cz/detail/prodej/byt/2+1/most-most-antonina-dvoraka/2842035020,Cihlová,3.0,3.0,Most,Most,Centrální dálkové,2.0,1.0,43454.545454545456
Karlovarský kraj,50.176849,12.663172,2390000.0,50,1,1.0,127.0,393.0,,,85.0,https://www.sreality.cz/detail/prodej/byt/2+1/sokolov-sokolov-sokolovska/3709517900,Cihlová,4.0,5.0,Sokolov,Sokolov,,2.0,1.0,47800.0
Ústecký kraj,50.68165146,14.0005489,2390000.0,36,1,1.0,127.0,322.0,,,204.0,https://www.sreality.cz/detail/prodej/byt/1+1/usti-nad-labem-bukov-kosmova/34259020,Panelová,5.0,1.0,Ústí nad Labem,Bukov,Ústřední dálkové,1.0,1.0,66388.88888888889
Olomoucký kraj,49.95855204,16.98687211,2390000.0,39,1,5.0,56.0,1280.0,,,123.0,https://www.sreality.cz/detail/prodej/byt/1+1/sumperk-sumperk-blanicka/988528716,Panelová,2.0,3.0,Šumperk,Šumperk,Ústřední dálkové,1.0,1.0,61282.05128205128
Ústecký kraj,50.76238929,14.18537181,2390000.0,36,1,4.0,113.0,1204.0,,,135.0,https://www.sreality.cz/detail/prodej/byt/2+kk/decin-decin-vi-letna-u-tvrze/2249769036,Panelová,4.0,3.0,Děčín,Děčín VI-Letná,Radiátory,2.0,0.0,66388.88888888889
Ústecký kraj,50.32898617,13.53700873,2390000.0,54,1,5.0,64.0,828.0,,,201.0,https://www.sreality.cz/detail/prodej/byt/2+1/zatec-zatec-podmesti/1200209996,Cihlová,5.0,2.0,Žatec, Louny,Radiátory,2.0,1.0,44259.25925925926
Moravskoslezský kraj,49.77106796,18.45159601,2390000.0,49,1,6.0,191.0,369.0,,,233.0,https://www.sreality.cz/detail/prodej/byt/2+1/havirov-podlesi-prima/1474740300,Panelová,2.0,2.0,Havířov,Podlesí,Centrální dálkové,2.0,1.0,48775.510204081635
Jihočeský kraj,49.42641195,14.27362289,2390000.0,84,1,1.0,2179.0,,,,72.0,https://www.sreality.cz/detail/prodej/byt/4+1/kvetov-kvetov-/36749388,Cihlová,5.0,3.0,Květov, Písek,Elektrokotel,4.0,1.0,28452.380952380954
Karlovarský kraj,50.307362,12.9425323,2390000.0,41,1,1.0,111.0,869.0,,,193.0,https://www.sreality.cz/detail/prodej/byt/1+1/ostrov-ostrov-druzebni/949076044,Panelová,5.0,4.0,Ostrov, Karlovy Vary,Ústřední dálkové,1.0,1.0,58292.68292682927
